domain,pc1
dailyherald.com,0.889575130799925
sciencealert.com,0.889522345717257
irena.org,0.889522345717257
geneticliteracyproject.org,0.889522345717257
harvardpolitics.com,0.889330457415676
futurism.com,0.88923906933246
allianceforscience.cornell.edu,0.889233302724882
sites.agu.org,0.889233302724882
staradvertiser.com,0.889118922424056
idahopress.com,0.889118922424056
ijr.org,0.888501366416812
news.err.ee,0.888055121582423
news.amomama.com,0.888055121582423
poynter.org,0.888042827155372
archaeology.org,0.888020359422725
cleveland.com,0.887855882350251
nationalgeographic.com,0.887787044279448
mentaldaily.com,0.887787044279448
consumerlab.com,0.887637501441764
nola.com,0.887458312598086
timesfreepress.com,0.887271690952315
al.com,0.886825382677401
nih.gov,0.886771469465883
sfgate.com,0.88658952865011
techcrunch.com,0.885848003727468
ballotpedia.org,0.885490592381301
nextobserver.com,0.885199665238145
nj.com,0.885093462419298
crfb.org,0.884736642929996
cochrane.org,0.884203412123378
laconiadailysun.com,0.884015020873307
azcentral.com,0.883888053832636
kptv.com,0.883803992480558
nbcphiladelphia.com,0.883492022299128
kxii.com,0.882959931809001
ksl.com,0.882699685968066
bigthink.com,0.882699685968066
ivn.us,0.882358550031541
theverge.com,0.882320056922523
codesports.com.au,0.882209291838925
qctimes.com,0.881793053374116
winonadailynews.com,0.881793053374116
santamariatimes.com,0.881793053374116
hanfordsentinel.com,0.881793053374116
bbc.com,0.881685504350007
ansa.it,0.881245084113698
wbtv.com,0.881245084113698
newsy.com,0.880468095612466
detroitnews.com,0.880281192242957
thefiscaltimes.com,0.880159506885279
jsonline.com,0.879670844939335
cbsnews.com,0.879618721504846
wrdw.com,0.879334607656032
wbay.com,0.879334607656032
dailyrecord.com,0.879334607656032
amarillo.com,0.879334607656032
thetowntalk.com,0.879334607656032
journalstandard.com,0.879334607656032
business2community.com,0.879026400989601
france24.com,0.879015340541404
law.com,0.879015340541404
inc.com,0.879015340541404
zdnet.com,0.879015340541404
cfr.org,0.879015340541404
heraldsun.com,0.879015340541404
military.com,0.879015340541404
wusa9.com,0.879015340541404
fullfact.org,0.879015340541404
desmoinesregister.com,0.879015340541404
kcra.com,0.879015340541404
taskandpurpose.com,0.879015340541404
ny1.com,0.879015340541404
kstp.com,0.879015340541404
knoxnews.com,0.879015340541404
idahostatesman.com,0.879015340541404
commercialappeal.com,0.879015340541404
kcci.com,0.879015340541404
winnipegfreepress.com,0.879015340541404
turnto23.com,0.879015340541404
modbee.com,0.879015340541404
pnj.com,0.879015340541404
crainsdetroit.com,0.879015340541404
wfmynews2.com,0.879015340541404
gao.gov,0.879015340541404
wcax.com,0.879015340541404
timesofsandiego.com,0.879015340541404
kbtx.com,0.879015340541404
columbian.com,0.879015340541404
wsaz.com,0.879015340541404
fayobserver.com,0.879015340541404
concordmonitor.com,0.879015340541404
theday.com,0.879015340541404
whsv.com,0.879015340541404
macon.com,0.879015340541404
news-journal.com,0.879015340541404
bnd.com,0.879015340541404
jacksonsun.com,0.879015340541404
norfolkdailynews.com,0.879015340541404
stardem.com,0.879015340541404
poconorecord.com,0.879015340541404
680news.com,0.879015340541404
covidtracking.com,0.879015340541404
c-span.org,0.879015340541404
themonitor.com,0.879015340541404
prnewswire.mediaroom.com,0.878633187106332
jstor.org,0.878624482870955
brookings.edu,0.878439699709101
kctv5.com,0.877610873198093
lalibre.be,0.877291605300351
hbr.org,0.877291605300351
wral.com,0.877291605300351
thenevadaindependent.com,0.877291605300351
silive.com,0.877291605300351
wmur.com,0.877291605300351
jacksonville.com,0.877291605300351
cumberlink.com,0.877291605300351
duluthnewstribune.com,0.877291605300351
statesmanjournal.com,0.877291605300351
bozemandailychronicle.com,0.877291605300351
vindy.com,0.877291605300351
sctimes.com,0.877291605300351
myrecordjournal.com,0.877291605300351
leadertelegram.com,0.877291605300351
kdvr.com,0.876767073538379
mercurynews.com,0.876705503211989
freep.com,0.876111992817132
coindesk.com,0.876057708998085
fortune.com,0.876036142010989
weforum.org,0.874413109867053
newbernsj.com,0.874413109867053
sunherald.com,0.873877347193897
pbs.org,0.873758036638568
newsday.com,0.873614092260934
heavy.com,0.873165690549211
faribaultcountyregister.com,0.873042149338535
tucson.com,0.872471864120083
plos.org,0.872407814703938
startribune.com,0.872043816822061
tampabay.com,0.871941023611545
ajc.com,0.871841207336381
goodfullness.net,0.871780399794329
10tv.com,0.871438754060439
public.wmo.int,0.871227524324226
news24.com,0.871165064239559
japantimes.co.jp,0.871165064239559
channelnewsasia.com,0.871165064239559
allafrica.com,0.871165064239559
dailymaverick.co.za,0.871165064239559
thediplomat.com,0.871165064239559
makeuseof.com,0.871165064239559
nknews.org,0.871165064239559
kff.org,0.871165064239559
taipeitimes.com,0.871165064239559
alreporter.com,0.871165064239559
247wallst.com,0.871165064239559
jamestown.org,0.871165064239559
texasstandard.org,0.871165064239559
nationaljournal.com,0.871165064239559
agweb.com,0.871165064239559
votesmart.org,0.871165064239559
eastidahonews.com,0.871165064239559
undark.org,0.871165064239559
riverbender.com,0.871165064239559
thebalance.com,0.871165064239559
cdt.org,0.871165064239559
stimson.org,0.871165064239559
bettergov.org,0.871165064239559
sanmarcosrecord.com,0.871165064239559
sociable.co,0.871165064239559
pgpf.org,0.871165064239559
38north.org,0.871165064239559
indexmundi.com,0.871165064239559
arcdigital.media,0.871165064239559
lompocrecord.com,0.871165064239559
agdaily.com,0.871165064239559
theregister.co.uk,0.871165064239559
placesjournal.org,0.871165064239559
todayifoundout.com,0.871165064239559
coronavirus.gov,0.871165064239559
merionwest.com,0.871165064239559
darientimes.com,0.871165064239559
americanheritage.com,0.871165064239559
thecanadianpress.com,0.871165064239559
homelandsecuritynewswire.com,0.871165064239559
theflipside.io,0.871165064239559
eurasiagroup.net,0.871165064239559
chinookobserver.com,0.871165064239559
ced.org,0.871165064239559
firstdraftnews.org,0.871165064239559
countable.us,0.871165064239559
knowherenews.com,0.871165064239559
newsandnews.com,0.871165064239559
thenewsliteracyproject.org,0.871165064239559
simplepolitics.co.uk,0.871165064239559
daily-chronicle.com,0.871165064239559
truthsetter.com,0.871165064239559
wikitribune.com,0.871165064239559
radio.com,0.871165064239559
oregonlive.com,0.870944058431929
denverpost.com,0.870870545676
dpa-international.com,0.870862802013282
ledevoir.com,0.870586786061
courthousenews.com,0.870586786061
warontherocks.com,0.870586786061
atlasobscura.com,0.870586786061
journalstar.com,0.870586786061
heraldtribune.com,0.870586786061
siouxcityjournal.com,0.870586786061
journalnow.com,0.870586786061
dentonrc.com,0.870586786061
dailygazette.com,0.870586786061
journalgazette.net,0.870586786061
nwfdailynews.com,0.870586786061
scotusblog.com,0.870586786061
fosters.com,0.870586786061
yorkshirepost.co.uk,0.870580499557115
starcourier.com,0.870580499557115
currently.att.yahoo.com,0.870476311917653
mediapost.com,0.869828499637958
engadget.com,0.869198646613212
mlive.com,0.869179293566977
govexec.com,0.869179293566977
orlandosentinel.com,0.86908079813431
ilfoglio.it,0.86896523007346
hs.fi,0.868926676676413
eurasiareview.com,0.868926676676413
wilsoncenter.org,0.868926676676413
armscontrol.org,0.868926676676413
thevarsity.ca,0.868926676676413
dominionpost.com,0.868926676676413
chicagotribune.com,0.868915852849806
wvgazettemail.com,0.86868916614981
dallasnews.com,0.868633253227712
econofact.org,0.868363938245271
c4ads.org,0.868363938245271
politifact.com,0.868198092290953
northkoreatimes.com,0.867962298309067
seattlepi.com,0.867772166362445
fiercepharma.com,0.867370013631706
nhk.or.jp,0.867080575905666
pressdemocrat.com,0.867080575905666
fairvote.org,0.867080575905666
espnfc.com.au,0.867071555893589
additudemag.com,0.866575013707594
news.sky.com,0.866552955736256
eatthis.com,0.86635201027139
thecaliforniasun.com,0.866348914850546
crisisgroup.org,0.865943841846697
firstcoastnews.com,0.865864383993616
newser.com,0.864590563154452
punchbowl.news,0.864576893386676
knopnews2.com,0.864576893386676
guampdn.com,0.864576893386676
federaltimes.com,0.864576893386676
jordantimes.com,0.864576893386676
iwpr.org,0.864576893386676
consumerist.com,0.864576893386676
nolabels.org,0.864576893386676
russialies.com,0.864576893386676
ncbi.nlm.nih.gov,0.864520007839811
dw.com,0.864176124892771
thetab.com,0.864176124892771
psychcentral.com,0.864090697941647
chron.com,0.863994233254233
reviewjournal.com,0.863911027520257
ici.radio-canada.ca,0.863566977586434
abcnews.go.com,0.863454390492769
srnnews.com,0.863283253458618
mediafiledc.com,0.863283253458618
palmbeachdailynews.com,0.863122359826691
elnuevodia.com,0.863075188175384
statista.com,0.863075188175384
knowyourmeme.com,0.863075188175384
piie.com,0.863075188175384
newsguardtech.com,0.863075188175384
noozhawk.com,0.863075188175384
globalslaveryindex.org,0.863075188175384
vosizneias.com,0.863075188175384
kiro7.com,0.862978626840688
procon.org,0.862978626840688
newschannel5.com,0.862892439758241
philadelphia.cbslocal.com,0.862892439758241
ktuu.com,0.862892439758241
wcfcourier.com,0.862593237827736
globegazette.com,0.862593237827736
reporterherald.com,0.862593237827736
politico.com,0.862520735542115
news9.com,0.862514176441806
masslive.com,0.862356607937521
mcall.com,0.862356607937521
myfox8.com,0.862356607937521
baxterbulletin.com,0.862356607937521
centralstlnews.com,0.862314095994277
northhamptonnews.com,0.862314095994277
discovermagazine.com,0.86192100572672
sfexaminer.com,0.86189799091216
timesunion.com,0.861881719955617
pennlive.com,0.861881719955617
gothamist.com,0.861881719955617
pe.com,0.861881719955617
westword.com,0.861881719955617
publicintegrity.org,0.861881719955617
coloradoan.com,0.861881719955617
mycentraljersey.com,0.861881719955617
checkyourfact.com,0.861881719955617
metabunk.org,0.861807558175919
mainichi.jp,0.861719946860048
sbs.com.au,0.861719946860048
cbpp.org,0.861719946860048
historynewsnetwork.org,0.861719946860048
sandiegoreader.com,0.861719946860048
upr.org,0.861719946860048
populationconnection.org,0.861719946860048
neweurope.eu,0.861719946860048
natmonitor.com,0.861719946860048
insidehighered.com,0.861708570733053
providencejournal.com,0.861708570733053
lmtonline.com,0.861708570733053
polygon.com,0.861613378943939
cnas.org,0.861613378943939
imeu.org,0.861613378943939
scientificamerican.com,0.861601738612092
medicalxpress.com,0.861601738612092
everydayhealth.com,0.861601738612092
retractionwatch.com,0.861601738612092
mosaicscience.com,0.861601738612092
fairobserver.com,0.860808007065426
healio.com,0.859922385601961
globalnews.ca,0.859744964664205
spectrumreport.com,0.858860254776852
themoderatedmedia.com,0.858860254776852
nytimes.com,0.858776290720608
journalmetro.com,0.858549533941292
watchdog.org,0.858086151573477
wtae.com,0.857633305221127
cpac.ca,0.857633305221127
12news.com,0.857633305221127
fox29.com,0.857633305221127
abc12.com,0.857633305221127
thesouthern.com,0.857484319434378
berwickshirenews.co.uk,0.857365095810696
srf.ch,0.857214218562378
qz.com,0.85666203101316
neurosciencenews.com,0.856408534065868
newatlas.com,0.856408534065868
peterboroughtoday.co.uk,0.855580923455058
koamnewsnow.com,0.855559292722896
cookpolitical.com,0.855557177040343
wicz.com,0.855468096394713
napavalleyregister.com,0.85526214870134
helenair.com,0.85526214870134
gbtimes.com,0.855023096899362
journals.sagepub.com,0.854972355439677
securingdemocracy.gmfus.org,0.854972355439677
newzjunky.com,0.854972355439677
limacharlienews.com,0.854972355439677
atimes.com,0.854972355439677
freemedia.at,0.854972355439677
mtstandard.com,0.854809718637824
dailyjournalonline.com,0.854809718637824
herald-review.com,0.854809718637824
rte.ie,0.854788060655499
cp24.com,0.854788060655499
floridapolitics.com,0.854788060655499
ktla.com,0.854788060655499
ktvu.com,0.854788060655499
wgntv.com,0.854788060655499
fox35orlando.com,0.854788060655499
kitv.com,0.854788060655499
daytondailynews.com,0.854788060655499
kiplinger.com,0.854788060655499
govtrack.us,0.854788060655499
doctorswithoutborders.org,0.854788060655499
airforcetimes.com,0.854788060655499
weny.com,0.854788060655499
followthemoney.org,0.854788060655499
skyandtelescope.com,0.854735877645214
unenvironment.org,0.854735877645214
wpxi.com,0.854562721439862
yournewsnet.com,0.854562721439862
roanoke.com,0.854444818720803
rfi.fr/en,0.854417469610155
science.energy.gov,0.854417469610155
mediashift.org,0.854417469610155
en.wikinews.org,0.854417469610155
freewheelus.com,0.854417469610155
outlook.monmouth.edu,0.854417469610155
wxia–11alive.com,0.854417469610155
bismarcktribune.com,0.854389183876273
latimes.com,0.854215102806626
kfor.com,0.854190994448626
techxplore.com,0.854081923459617
carbonbrief.org,0.854081923459617
oceana.org,0.854081923459617
fas.org,0.854081923459617
healthdata.org,0.854081923459617
skeptic.com,0.854081923459617
climatecentral.org,0.854081923459617
sciencemediacentre.org,0.854081923459617
resourcewatch.org,0.854081923459617
climatesciencewatch.org,0.854081923459617
abc7ny.com,0.853910268587598
bnonews.com,0.853899307351619
nextbigfuture.com,0.853808233638737
apsa.org,0.853808233638737
verywell.com,0.853808233638737
trib.com,0.853761289080168
rapidcityjournal.com,0.853761289080168
amnesty.org,0.853621469236173
independent.com,0.853621469236173
heterodoxacademy.org,0.853621469236173
insidephilanthropy.com,0.853621469236173
dailyprogress.com,0.853352141188231
propublica.org,0.853234743040771
wndu.com,0.853111711386844
standard.net,0.853070959985303
marketwatch.com,0.852971942626457
espn.com,0.85282809463095
vancouversun.com,0.85282809463095
mynorthwest.com,0.85282809463095
thewest.com.au,0.85282809463095
news-herald.com,0.85282809463095
newideal.aynrand.org,0.85256845073563
sprucegroveexaminer.com,0.852119084537649
wired.com,0.852038156276351
bridgemi.com,0.852004085272806
gainesville.com,0.852004085272806
azfamily.com,0.851887659585054
navytimes.com,0.851887659585054
go.com,0.851599737001529
moultrieobserver.com,0.850909761415313
mypalmbeachpost.com,0.850697217839221
dailyitem.com,0.850592007185558
popsci.com,0.850297630613109
cnbc.com,0.850264693981546
conservativepolitics2day.com,0.8502365672987
stocknewsusa.com,0.850024708611793
thetrace.org,0.849859978815034
scripps.ucsd.edu,0.849791631077053
us.blastingnews.com,0.849791631077053
c-span.org/wj,0.849791631077053
onechicagocenter.com,0.849153500586897
cornell.edu,0.849083339099032
theskimm.com,0.848784395636554
francetvinfo.fr,0.848325015675645
sfchronicle.com,0.848033653648194
scienceillustrated.com.au,0.848004915129969
hiplatina.com,0.847538560653343
9news.com.au,0.846750673616644
phys.org,0.846691999959952
insider.com,0.846631575693017
thesmokinggun.com,0.846599695927025
newsela.com,0.846599695927025
nextgov.com,0.846579355704652
factwire.org,0.846579355704652
globalintegrity.org,0.846579355704652
tdn.com,0.846017738158861
thetandd.com,0.846017738158861
gabusinessdaily.com,0.846015299854598
tylerreporter.com,0.846015299854598
wcmissnews.com,0.846015299854598
westmonttimes.com,0.846015299854598
pittsburgh.cbslocal.com,0.845983338638782
kare11.com,0.845770551780761
thegirlsun.com,0.845576709199789
sciencedaily.com,0.845569362584322
kqed.org,0.845285462614061
calgaryherald.com,0.845285462614061
ottawasun.com,0.845285462614061
timescolonist.com,0.845285462614061
nbcnews.com,0.843937401226111
dailypress.com,0.843909963764756
northknoxnews.com,0.843783655412294
valleynewslive.com,0.843587106988959
eastbaytimes.com,0.843545801335292
bangordailynews.com,0.843545801335292
spokesman.com,0.843545801335292
nhregister.com,0.843545801335292
wibw.com,0.843507551082131
thestar.com,0.843374316803737
texastribune.org,0.843374316803737
inews.co.uk,0.843374316803737
vulture.com,0.843374316803737
triblive.com,0.843374316803737
charlotteobserver.com,0.843374316803737
balkaninsight.com,0.843374316803737
thegazette.com,0.843374316803737
mprnews.org,0.843374316803737
toledoblade.com,0.843374316803737
postbulletin.com,0.843374316803737
marginalrevolution.com,0.843374316803737
commoncause.org,0.843374316803737
revealnews.org,0.843374316803737
ncnewsonline.com,0.843374316803737
jacksonfreepress.com,0.843374316803737
taxpolicycenter.org,0.843374316803737
tharawat-magazine.com,0.843374316803737
patrioticmillionaires.org,0.843374316803737
exposingtruth.com,0.843374316803737
freedomalliance.org,0.843374316803737
politisite.com,0.843374316803737
zebrafactcheck.com,0.843374316803737
fool.com,0.843301206986885
kansas.com,0.843301206986885
dcist.com,0.843301206986885
beaconjournal.com,0.843301206986885
longwarjournal.org,0.84329642842466
digg.com,0.843214097560348
migrationpolicy.org,0.843118832856585
uticaod.com,0.843118832856585
brownsvilleherald.com,0.843118832856585
irrawaddy.com,0.842682066024823
carnegieendowment.org,0.842682066024823
972mag.com,0.842682066024823
commonwealmagazine.org,0.842682066024823
taxjustice.net,0.842682066024823
the-american-interest.com,0.842682066024823
alliedprogress.org,0.842682066024823
atlanticmedia.com,0.842682066024823
belfercenter.org,0.842402375208685
lastampa.it,0.842151809012449
worldpoliticsreview.com,0.842135338681207
brandonsun.com,0.842126916421734
nogalesinternational.com,0.842126916421734
amny.com,0.842039305838398
fresnobee.com,0.841970631611503
pogo.org,0.841732046772786
ifamericaknew.org,0.841732046772786
abc.es,0.84166654415002
citizensforethics.org,0.84166654415002
inquirer.com,0.84166654415002
independentaustralia.net,0.84166654415002
pamplinmedia.com,0.84166654415002
democracy21.org,0.84166654415002
eppc.org,0.84166654415002
guns.com,0.84166654415002
transequality.org,0.84166654415002
africanarguments.org,0.84166654415002
bluestemprairie.com,0.84166654415002
whistleblower.org,0.84166654415002
courier-journal.com,0.841516581141074
dailynews.com,0.841516581141074
abqjournal.com,0.841516581141074
profession-gendarme.com,0.841408596808654
az.sputniknews.ru,0.841408596808654
hrw.org,0.841321722825666
dispatch.com,0.841321722825666
sacbee.com,0.841321722825666
thestate.com,0.841321722825666
northjersey.com,0.841321722825666
adl.org,0.841321722825666
pressherald.com,0.841321722825666
thenewstribune.com,0.841321722825666
dailytarheel.com,0.841321722825666
helsinkitimes.fi,0.841321722825666
economicshelp.org,0.841321722825666
thenewatlantis.com,0.841321722825666
austindailyherald.com,0.841321722825666
citizentruth.org,0.841321722825666
fwweekly.com,0.841321722825666
interpretermag.com,0.841321722825666
cbs12.com,0.841307848578248
coloradosun.com,0.84101232138613
nj1015.com,0.84101232138613
democratandchronicle.com,0.84101232138613
itep.org,0.84101232138613
americasquarterly.org,0.84101232138613
citynews1130.com,0.84101232138613
news.wbfo.org,0.840968806098179
thedispatch.com,0.840854240304083
au.news.yahoo.com,0.840553421299831
quackwatch.org,0.840317459739324
precisionvaccinations.com,0.840317459739324
techdirt.com,0.840277513870179
ocweekly.com,0.840277513870179
aptnnews.ca,0.840252665247437
news.trust.org,0.840194095832554
bloomberg.com,0.840147313769099
statesville.com,0.839743578127871
elkodaily.com,0.838934495765684
dailybusinessreview.com,0.838635218723465
hoax-slayer.com,0.838635218723465
buffalonews.com,0.838366008926575
edmontonsun.com,0.838366008926575
wlos.com,0.838318507593956
caribbeanlifenews.com,0.83826538457574
ca.movies.yahoo.com,0.838262679142882
travel.yahoo.com,0.838262679142882
host.madison.com,0.837589583297473
researchgate.net,0.837472221453016
medicalnewstoday.com,0.837472221453016
genengnews.com,0.837472221453016
nautil.us,0.837472221453016
issues.org,0.837472221453016
newhumanist.org.uk,0.837472221453016
sciencehistory.org,0.837472221453016
vaxopedia.org,0.837472221453016
skeptics.com.au,0.837472221453016
scicentral.com,0.837472221453016
space.com,0.837419794076792
psypost.org,0.837419794076792
biospace.com,0.837419794076792
verywellfamily.com,0.837419794076792
kompas.com,0.837124346620663
nst.com.my,0.837124346620663
24ur.com,0.837124346620663
worldpopulationreview.com,0.837124346620663
wn.com,0.837124346620663
